Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453000803,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,21.5,17.7,25.7,,,"2,429","(30.2768113039, -97.7204656888)",PREVENT,ACCESS2,4805000,48453000803,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453000804,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,31,26.7,35.2,,,"2,295","(30.2700913502, -97.7219450124)",PREVENT,ACCESS2,4805000,48453000804,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453000901,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,24.4,20.2,28.7,,,"2,027","(30.2655679932, -97.7237401242)",PREVENT,ACCESS2,4805000,48453000901,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453000902,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,35.7,30.8,40.9,,,"5,413","(30.2591919575, -97.7159700432)",PREVENT,ACCESS2,4805000,48453000902,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001000,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,30.5,25.5,35.3,,,"3,656","(30.2530553216, -97.7257084725)",PREVENT,ACCESS2,4805000,48453001000,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001100,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,12.7,10.3,16.4,,,"5,512","(30.2662950547, -97.7424360537)",PREVENT,ACCESS2,4805000,48453001100,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001200,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,9.3,8.2,11,,,"3,836","(30.2737247917, -97.7601218266)",PREVENT,ACCESS2,4805000,48453001200,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001303,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,10,8.1,12.9,,,"2,871","(30.2593071583, -97.7636583064)",PREVENT,ACCESS2,4805000,48453001303,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001304,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,11.7,9.4,14.9,,,"3,614","(30.2484064505, -97.7734337153)",PREVENT,ACCESS2,4805000,48453001304,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001305,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,17.5,14,21.5,,,"5,488","(30.2518891368, -97.755535235)",PREVENT,ACCESS2,4805000,48453001305,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001307,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,20.7,17.2,24.7,,,"3,512","(30.2362246189, -97.7686582057)",PREVENT,ACCESS2,4805000,48453001307,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001308,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,24.1,20.7,27.8,,,"2,670","(30.2325448034, -97.7618787936)",PREVENT,ACCESS2,4805000,48453001308,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001401,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,11,9,14.1,,,"2,981","(30.2500756585, -97.7460413706)",PREVENT,ACCESS2,4805000,48453001401,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001402,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,13.1,11.1,15.4,,,"2,499","(30.2436544693, -97.740570904)",PREVENT,ACCESS2,4805000,48453001402,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001403,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,22.4,18.7,26.3,,,"1,490","(30.2399175637, -97.7350701079)",PREVENT,ACCESS2,4805000,48453001403,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001501,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,9.5,7.9,11.4,,,"4,787","(30.3465767365, -97.7433025334)",PREVENT,ACCESS2,4805000,48453001501,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001503,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,20.2,17.4,22.9,,,"3,875","(30.3272588203, -97.7157698879)",PREVENT,ACCESS2,4805000,48453001503,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001504,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,12,9.9,14.4,,,"3,925","(30.3465471667, -97.7250886708)",PREVENT,ACCESS2,4805000,48453001504,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001505,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,14.9,12,18.3,,,"4,061","(30.3363798606, -97.7304218616)",PREVENT,ACCESS2,4805000,48453001505,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001602,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,12.3,10.4,15.1,,,"3,301","(30.2855533127, -97.7759300983)",PREVENT,ACCESS2,4805000,48453001602,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001603,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,6,5.2,7.3,,,"4,405","(30.2984241639, -97.7564451619)",PREVENT,ACCESS2,4805000,48453001603,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001604,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,6.5,5.3,8.4,,,"3,984","(30.3028790531, -97.7732678485)",PREVENT,ACCESS2,4805000,48453001604,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001605,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,8.5,7.6,9.9,,,"3,743","(30.2867724621, -97.7605749891)",PREVENT,ACCESS2,4805000,48453001605,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001606,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,35.7,33,38.5,,,383,"(30.3056734899, -97.7608257681)",PREVENT,ACCESS2,4805000,48453001606,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001705,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,7.6,6.7,8.8,,,"4,662","(30.369711599, -97.7740377256)",PREVENT,ACCESS2,4805000,48453001705,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001706,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,8.7,7.4,10.5,,,"3,321","(30.3825164181, -97.7554891237)",PREVENT,ACCESS2,4805000,48453001706,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001707,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,11.2,9.4,13.3,,,"4,305","(30.3727904254, -97.746340078)",PREVENT,ACCESS2,4805000,48453001707,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001712,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,21.5,18.2,25,,,"4,008","(30.2238522538, -97.7971960496)",PREVENT,ACCESS2,4805000,48453001712,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001713,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,18,15.5,20.9,,,"3,986","(30.2107942383, -97.8052968794)",PREVENT,ACCESS2,4805000,48453001713,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001714,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,10.4,9,12.2,,,"11,332","(30.4232100942, -97.8280150091)",PREVENT,ACCESS2,4805000,48453001714,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001716,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,8.5,7,10.1,,,"4,987","(30.3892678952, -97.8029503466)",PREVENT,ACCESS2,4805000,48453001716,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001718,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,9.8,8.2,11.8,,,"5,442","(30.3483038697, -97.7610247766)",PREVENT,ACCESS2,4805000,48453001718,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001719,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,6.7,5.6,8.2,,,"3,793","(30.3496481393, -97.7809337795)",PREVENT,ACCESS2,4805000,48453001719,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001722,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,12.2,10.1,14.8,,,"3,592","(30.3989182191, -97.7531633887)",PREVENT,ACCESS2,4805000,48453001722,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001728,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,15.6,13.1,18.5,,,"6,952","(30.1957498764, -97.816558213)",PREVENT,ACCESS2,4805000,48453001728,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001729,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,15,12.9,16.9,,,"4,607","(30.2027503265, -97.829376795)",PREVENT,ACCESS2,4805000,48453001729,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001737,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,9.1,7.9,10.5,,,"9,971","(30.2146083411, -97.8797963828)",PREVENT,ACCESS2,4805000,48453001737,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001738,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,10.2,8.8,11.7,,,"6,647","(30.2186732803, -97.859799421)",PREVENT,ACCESS2,4805000,48453001738,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001740,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,11.8,9.8,14.1,,,"3,764","(30.1918324264, -97.8568183613)",PREVENT,ACCESS2,4805000,48453001740,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001742,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,15,11.5,18.9,,,184,"(30.3610509528, -97.9204696959)",PREVENT,ACCESS2,4805000,48453001742,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001745,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,13.3,11.3,15.6,,,"2,322","(30.4243915281, -97.7380184815)",PREVENT,ACCESS2,4805000,48453001745,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001746,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,16.7,14,19.6,,,"3,916","(30.1860608718, -97.838251775)",PREVENT,ACCESS2,4805000,48453001746,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001747,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,22.3,19.1,25.2,,,"5,105","(30.1807705165, -97.8245896819)",PREVENT,ACCESS2,4805000,48453001747,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001748,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,16.3,13.7,19,,,"4,954","(30.1706708363, -97.8390678065)",PREVENT,ACCESS2,4805000,48453001748,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001749,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,12.9,10.7,15.6,,,"5,989","(30.2303531901, -97.8443716395)",PREVENT,ACCESS2,4805000,48453001749,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001750,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,17.1,14.6,20,,,"3,869","(30.2198633299, -97.8221972985)",PREVENT,ACCESS2,4805000,48453001750,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001751,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,6.8,5.9,8.1,,,"2,065","(30.3628740707, -97.7577287173)",PREVENT,ACCESS2,4805000,48453001751,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001752,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,21.6,18,26,,,"3,583","(30.3576197191, -97.7498287811)",PREVENT,ACCESS2,4805000,48453001752,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001753,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,12.7,10.5,16,,,"1,121","(30.3908023394, -97.7388705343)",PREVENT,ACCESS2,4805000,48453001753,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001754,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,14.2,12.1,16.6,,,"4,599","(30.4065557514, -97.7373059981)",PREVENT,ACCESS2,4805000,48453001754,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001755,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,6.9,5.7,8.4,,,"5,615","(30.4091796804, -97.7784833883)",PREVENT,ACCESS2,4805000,48453001755,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001756,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,9.2,8.2,10.4,,,"3,997","(30.4261408587, -97.7697726347)",PREVENT,ACCESS2,4805000,48453001756,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001757,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,9,7.5,10.9,,,"1,934","(30.3978196994, -97.7639427818)",PREVENT,ACCESS2,4805000,48453001757,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001760,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,8.1,6.9,9.3,,,"1,914","(30.3654663308, -97.8837872622)",PREVENT,ACCESS2,4805000,48453001760,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001761,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,8.8,7.3,10.7,,,"6,589","(30.363129093, -97.832162857)",PREVENT,ACCESS2,4805000,48453001761,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001765,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,9.4,7.9,11.3,,,"2,795","(30.4225784692, -97.8676799862)",PREVENT,ACCESS2,4805000,48453001765,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001768,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,1,"(30.2647464659, -97.9111742179)",PREVENT,ACCESS2,4805000,48453001768,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001769,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,11.2,9.3,13.2,,,"4,657","(30.2420746493, -97.8985089869)",PREVENT,ACCESS2,4805000,48453001769,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001770,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,7.7,6.4,9.4,,,"11,408","(30.1897730385, -97.8909285606)",PREVENT,ACCESS2,4805000,48453001770,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001772,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,20.6,17.5,24.2,,,"2,343","(30.1510668591, -97.8353659518)",PREVENT,ACCESS2,4805000,48453001772,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001774,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,12.7,10.5,15.1,,,"6,422","(30.1553955337, -97.8471187274)",PREVENT,ACCESS2,4805000,48453001774,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001775,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,10.2,8.3,12.6,,,"1,864","(30.1713278537, -97.8989705285)",PREVENT,ACCESS2,4805000,48453001775,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001776,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,14.9,12.8,17,,,"2,803","(30.211852731, -97.8404475868)",PREVENT,ACCESS2,4805000,48453001776,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001777,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,15.2,13.3,17.2,,,"5,535","(30.2047085014, -97.849773064)",PREVENT,ACCESS2,4805000,48453001777,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001781,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,8.3,7,9.8,,,"2,251","(30.4398224796, -97.7964239828)",PREVENT,ACCESS2,4805000,48453001781,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001782,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,9.4,7.7,11.4,,,"4,955","(30.429373646, -97.7930268848)",PREVENT,ACCESS2,4805000,48453001782,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001783,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,7.6,5.9,9.9,,,421,"(30.344379193, -97.869486999)",PREVENT,ACCESS2,4805000,48453001783,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001784,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,9.8,7.7,12.8,,,122,"(30.3275165765, -97.9043520204)",PREVENT,ACCESS2,4805000,48453001784,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001785,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,14.4,12.7,16.2,,,"3,143","(30.4441914203, -97.7349579673)",PREVENT,ACCESS2,4805000,48453001785,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001786,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,15.8,13,19.1,,,"4,676","(30.4336936631, -97.7486832428)",PREVENT,ACCESS2,4805000,48453001786,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001804,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,36.6,33,40.1,,,"6,362","(30.3419421909, -97.7073262607)",PREVENT,ACCESS2,4805000,48453001804,Health Insurance
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001805,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,41.4,37.9,44.6,,,"4,750","(30.3572024292, -97.7103158419)",PREVENT,ACCESS2,4805000,48453001805,Health Insurance
