OBJECTID,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,WEBSITE,FCODE,GNIS_ID,SOURCE,GOVT_LEVEL,TOT_STAFF,SPEC_EQUIP,SDR
3012,11,HARTFORD HEALTH AND HUMAN SERVICES DEPARTMENT,860-543-8820,131 COVENTRY STREET, ,HARTFORD,CT,6112,1548,HARTFORD,9003, , , , ,2009-12-09T00:00:00.000Z,PHONE,2009-12-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,22303006,-72.6910926,41.8002228,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HARTFORD.GOV/HUMAN_SERVICES/DEFAULT.HTM,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3013,12,BROOKFIELD HEALTH DEPARTMENT,203-775-7315,100 POCONO ROAD,TOWN HALL,BROOKFIELD,CT,6804,3304,FAIRFIELD,9001, , , , ,2009-12-08T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,21565713,-73.3988789,41.4662477,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.BROOKFIELD.ORG/PUBLIC-HEALTH.HTML,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3014,13,CLAY COUNTY HEALTH DEPARTMENT,304-587-4269,452 MAIN STREET, ,CLAY,WV,25043, ,CLAY,54015, , , , ,2009-12-10T00:00:00.000Z,PHONE,2009-12-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,721178979,-81.0793419,38.4593475,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WVDHHR.ORG/WVLOCALHEALTH/LHD_PROFILES/LHDREPORT/INDEX.ASP?COUNTYNAME=CLAY,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3015,14,EAST LIVERPOOL CITY HEALTH DEPARTMENT,330-385-7900,126 WEST SIXTH STREET, ,EAST LIVERPOOL,OH,43920,2960,COLUMBIANA,39029, , , , ,2009-12-15T00:00:00.000Z,PHONE,2009-12-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,23427905,-80.580553,40.6202312,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3016,15,EAST PALESTINE CITY HEALTH DEPARTMENT,330-426-1200,75 EAST MAIN STREET, ,EAST PALESTINE,OH,44413,2009,COLUMBIANA,39029, , , , ,2009-12-15T00:00:00.000Z,PHONE,2009-12-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,91050148,-80.5383399,40.8324199,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.EASTPALESTINE-OH.GOV/HEALTHDEPT/INDEX.HTM,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3017,16,EASTHAMPTON HEALTH DEPARTMENT,413-529-1430,50 PAYSON AVENUE, ,EASTHAMPTON,MA,1027,2244,HAMPSHIRE,25015, , , , ,2009-12-14T00:00:00.000Z,PHONE,2009-12-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,22283404,-72.6695205,42.2654317,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.EASTHAMPTONWEB.COM/EASTHAMPTONGOV/INDEX.HTML#HEALTHDEPT,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3018,17,CECIL COUNTY HEALTH DEPARTMENT,410-996-5550,401 BOW STREET, ,ELKTON,MD,21921,5501,CECIL,24015, , , , ,2009-12-08T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,32703757,-75.8322603,39.6113976,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CECILCOUNTYHEALTH.ORG/CCDHXX/DEFAULT.PHP,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3019,18,WILTON HEALTH DEPARTMENT,203-563-0174,238 DANBURY ROAD,TOWN HALL ANNEX,WILTON,CT,6897,4008,FAIRFIELD,9001, , , , ,2009-12-10T00:00:00.000Z,PHONE,2009-12-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,92853096,-73.4256605,41.1908433,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WILTONCT.ORG/DEPARTMENTS/HEALTH.HTML,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3020,19,FAYETTE COUNTY HEALTH DEPARTMENT,304-574-1617,202 CHURCH STREET, ,FAYETTEVILLE,WV,25840,1208,FAYETTE,54019, , , , ,2009-12-10T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,107627869,-81.1034341,38.0540483,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WVDHHR.ORG/WVLOCALHEALTH/LHD_PROFILES/LHDREPORT/INDEX.ASP?COUNTYNAME=FAYETTE,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3021,20,GILMER COUNTY HEALTH DEPARTMENT,304-462-7351,809 MINERAL ROAD, ,GLENVILLE,WV,26351,1385,GILMER,54021, , , , ,2009-12-10T00:00:00.000Z,PHONE,2009-12-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,107822951,-80.826779,38.9425322,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WVDHHR.ORG/WVLOCALHEALTH/LHD_PROFILES/LHDREPORT/INDEX.ASP?COUNTYNAME=GILMER,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3022,21,STRATFORD HEALTH DEPARTMENT,203-385-4090,468 BIRDSEYE STREET, ,STRATFORD,CT,6615,6976,FAIRFIELD,9001, , , , ,2009-12-08T00:00:00.000Z,PHONE,2009-12-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,21687146,-73.134573,41.1798157,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.TOWNOFSTRATFORD.COM/CONTENT/1302/402/615/DEFAULT.ASPX,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3023,22,EASTERN FRANKLIN COUNTY HEALTH DISTRICT,413-549-3710,1 COOLEYVILLE ROAD,TOWN HALL,SHUTESBURY,MA,1072,9766,FRANKLIN,25011, , , , ,2009-12-04T00:00:00.000Z,PHONE,2009-12-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,89687347,-72.4095773,42.4518069,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.EASTERNFRANKLINCHD.ORG/HOME_PAGE.HTML,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3024,23,WASHINGTON COUNTY PUBLIC HEALTH,518-746-2400,415 LOWER MAIN STREET,WASHINGTON COUNTY ANNEX BUILDING,HUDSON FALLS,NY,12839,2661,WASHINGTON,36115, , , , ,2009-12-08T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,89429103,-73.5874589,43.2891689,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.WASHINGTON.NY.US/DEPARTMENTS/PUBTLTH/PUBHLTH.HTM,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3025,24,BETHEL HEALTH DEPARTMENT,203-794-8539,1 SCHOOL STREET,BETHEL MUNICIPAL CENTER,BETHEL,CT,6801,1828,FAIRFIELD,9001, , , , ,2009-12-08T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,21473031,-73.4129602,41.3727681,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.BETHELCT.ORG/HEALTH/HEALTH_DEPT.HTML,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3026,25,DANBURY HEALTH AND HOUSING DEPARTMENT,203-797-4625,155 DEER HILL AVENUE,CITY HALL,DANBURY,CT,6810,7726,FAIRFIELD,9001, , , , ,2009-12-08T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,755562744,-73.4535074,41.3917353,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CI.DANBURY.CT.US/CONTENT/41/188/DEFAULT.ASPX,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3027,26,DARIEN HEALTH DEPARTMENT,203-656-7320,2 RENSHAW ROAD,TOWN HALL,DARIEN,CT,6820,5344,FAIRFIELD,9001, , , , ,2009-12-08T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,21693292,-73.484456,41.0664689,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.DARIENCT.GOV/CONTENT/104/114/163/DEFAULT.ASPX,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3028,27,GREENWICH HEALTH DEPARTMENT,203-622-7836,101 FIELD POINT ROAD,TOWN HALL,GREENWICH,CT,6830,6463,FAIRFIELD,9001, , , , ,2009-12-08T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,21445628,-73.6290134,41.0249677,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.GREENWICHCT.ORG/HEALTHDEPT/HEALTHDEPT.ASP,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3029,28,BALTIMORE COUNTY HEALTH DEPARTMENT,410-887-3740,6401 YORK ROAD,DRUM CASTLE PLAZA,BALTIMORE,MD,21212,2152,BALTIMORE,24005, , , , ,2009-12-07T00:00:00.000Z,PHONE,2009-12-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,743874260,-76.6087296,39.3730648,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3030,29,GRANVILLE BOARD OF HEALTH,413-357-8585,707 MAIN ROAD, ,GRANVILLE,MA,1034,9797,HAMPDEN,25013, , , , ,2009-12-08T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,716322140,-72.8806106,42.0669349,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://TOWNOFGRANVILLE.NET/BOARDOFHEALTH.ASPX,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3031,30,GREENE COUNTY HEALTH DEPARTMENT,252-747-8181,227 KINGOLD BOULEVARD,SUITE B,SNOW HILL,NC,28580,1303,GREENE,37079, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102095807,-77.6832324,35.4525858,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.GREENE.NC.US/DEPARTMENTS_HEALTH.ASPX,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3032,31,NEWTOWN HEALTH DISTRICT,203-270-4291,3 PRIMROSE STREET, ,NEWTOWN,CT,6470, ,FAIRFIELD,9001, , , , ,2009-12-07T00:00:00.000Z,PHONE,2009-12-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,16804997,-73.285202,41.4009756,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.NEWTOWN-CT.GOV/PUBLIC_DOCUMENTS/NEWTOWNCT_HEALTH/INDEX,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3033,32,NEW MILFORD HEALTH DEPARTMENT,860-355-6035,10 MAIN STREET, ,NEW MILFORD,CT,6776,2831,LITCHFIELD,9005, , , , ,2009-12-09T00:00:00.000Z,PHONE,2009-12-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,91949737,-73.4101044,41.5777495,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.NEWMILFORDHEALTH.ORG/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3034,33,TORRINGTON AREA HEALTH DISTRICT,860-489-0436,350 MAIN STREET, ,TORRINGTON,CT,6790,5055,LITCHFIELD,9005, , , , ,2009-12-09T00:00:00.000Z,PHONE,2009-12-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,91953318,-73.1210556,41.8076854,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.TAHD.ORG/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3035,34,TOWN HEALTH OFFICER - BRIDPORT,802-758-2483,82 CROWN POINT ROAD, ,BRIDPORT,VT,5734, ,ADDISON,50001,REPRESENTED AT ADMINISTRATIVE LOCATION, , , ,2010-01-05T00:00:00.000Z,PHONE,2010-01-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,119735916,-73.3153885,43.984519,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3036,35,PETERSHAM BOARD OF HEALTH,978-724-0057,3 SOUTH MAIN STREET,TOWN OFFICE BUILDING,PETERSHAM,MA,1366,9755,WORCESTER,25027, , , , ,2009-12-08T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,39982558,-72.1860443,42.4880587,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3037,36,LONGMEADOW BOARD OF HEALTH,413-565-4140,735 LONGMEADOW STREET, ,LONGMEADOW,MA,1106,2238,HAMPDEN,25013, , , , ,2009-12-09T00:00:00.000Z,PHONE,2009-12-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,22300182,-72.5817103,42.050732,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.LONGMEADOW.ORG/TOWNGOVT/BOH.HTM,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
