X,Y,OBJECTID,ID,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,DATECREATE
-91.87458808,36.73818795,6013,12,OZARKS MEDICAL CENTER,1100 KENTUCKY AVENUE,NOT AVAILABLE,WEST PLAINS,MO,65775,NOT AVAILABLE,(417) 256-9111,GENERAL ACUTE CARE,OPEN,114,HOWELL,29091,USA,36.73818795,-91.87458808,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,2016-08-01T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.ozarksmedicalcenter.com,H076,NOT AVAILABLE,29,NON-PROFIT,-999,114,NOT AVAILABLE,Y,2013-03-07T00:00:00.000Z
-87.50292615,37.96334445,6014,13,ST MARY'S MEDICAL CENTER OF EVANSVILLE INC,3700 WASHINGTON AVE,NOT AVAILABLE,EVANSVILLE,IN,47750,NOT AVAILABLE,(812) 485-4000,GENERAL ACUTE CARE,OPEN,433,VANDERBURGH,18163,USA,37.96334445,-87.50292615,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2016-04-13T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.stmarys.org,12-005089-1,NOT AVAILABLE,18,NON-PROFIT,-999,433,LEVEL II ADULT & PEDIACTRICS,Y,2012-11-29T00:00:00.000Z
-87.39918421,39.65290251,6015,14,UNION HOSPITAL CLINTON,801 S MAIN ST,NOT AVAILABLE,CLINTON,IN,47842,NOT AVAILABLE,(765) 832-1234,CRITICAL ACCESS,OPEN,25,VERMILLION,18165,USA,39.65290251,-87.39918421,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2016-04-13T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.uhhg.org/wcch/index.html,12-005055-1,NOT AVAILABLE,18,NON-PROFIT,-999,25,NOT AVAILABLE,Y,2012-11-29T00:00:00.000Z
-87.40904674,39.41939616,6016,15,TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,NOT AVAILABLE,TERRE HAUTE,IN,47802,NOT AVAILABLE,(812) 232-0021,GENERAL ACUTE CARE,OPEN,208,VIGO,18167,USA,39.41939616,-87.40904674,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2016-04-13T00:00:00.000Z,IMAGERY,2014-01-24T00:00:00.000Z,http://www.regionalhospital.com,12-005042-1,NOT AVAILABLE,18,PROPRIETARY,-999,208,NOT AVAILABLE,NOT AVAILABLE,2012-11-29T00:00:00.000Z
-87.40697561,39.48586458,6017,16,UNION HOSPITAL INC,1606 N SEVENTH ST,NOT AVAILABLE,TERRE HAUTE,IN,47804,NOT AVAILABLE,(812) 238-7606,GENERAL ACUTE CARE,OPEN,310,VIGO,18167,USA,39.48586458,-87.40697561,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2016-04-13T00:00:00.000Z,IMAGERY WITH OTHER,2014-03-12T00:00:00.000Z,http://www.uhhg.org,12-005022-1,NOT AVAILABLE,18,NON-PROFIT,-999,310,NOT AVAILABLE,Y,2012-11-29T00:00:00.000Z
-84.49337651,34.67856195,6018,17,NORTH GEORGIA MEDICAL CENTER,1362 SOUTH MAIN STREET,NOT AVAILABLE,ELLIJAY,GA,30540,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,-999,GILMER,13123,USA,34.67856195,-84.49337651,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/Locator.html#,2015-02-27T00:00:00.000Z,IMAGERY WITH OTHER,2015-03-02T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,50,NOT AVAILABLE,NOT AVAILABLE,2015-02-27T00:00:00.000Z
-84.5131438,33.8578131,6019,18,EMORY-ADVENTIST HOSPITAL,3949 SOUTH COBB DRIVE,NOT AVAILABLE,SMYRNA,GA,30080,NOT AVAILABLE,(770) 434-0710,GENERAL ACUTE CARE,CLOSED,75,COBB,13067,USA,33.8578131,-84.5131438,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/Locator.html#,2015-02-27T00:00:00.000Z,IMAGERY WITH OTHER,2015-03-05T00:00:00.000Z,http://www.emoryadventist.org,167,NOT AVAILABLE,13,NOT AVAILABLE,-999,75,NOT AVAILABLE,Y,2015-02-27T00:00:00.000Z
-81.98970572,33.47087633,6020,19,AU MEDICAL CENTER,1120 15TH STREET,NOT AVAILABLE,AUGUSTA,GA,30912,NOT AVAILABLE,(706) 721-6569,GENERAL ACUTE CARE,OPEN,632,RICHMOND,13245,USA,33.47087633,-81.98970572,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://167.193.144.247/,2016-10-06T00:00:00.000Z,IMAGERY WITH OTHER,2015-03-09T00:00:00.000Z,http://www.augustahealth.org/locations-and-maps/medical-center,NOT AVAILABLE,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,13,GOVERNMENT - STATE,-999,632,LEVEL I,NOT AVAILABLE,2015-02-27T00:00:00.000Z
-110.9461202,32.24107321,6021,20,"UNIVERSITY OF ARIZONA MEDICAL CENTER- UNIVERSITY CAMPUS, THE",1501 NORTH CAMPBELL AVENUE,NOT AVAILABLE,TUCSON,AZ,85724,NOT AVAILABLE,(520) 694-0111,GENERAL ACUTE CARE,OPEN,-999,PIMA,4019,USA,32.24107321,-110.9461202,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,2016-07-07T00:00:00.000Z,IMAGERY WITH OTHER,2015-01-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,4,GOVERNMENT - STATE,-999,-999,NOT AVAILABLE,NOT AVAILABLE,2014-09-20T00:00:00.000Z
-110.9811041,32.10753067,6022,21,DHHS PHS IHS TUCSON AREA IHS TUCSON,PO BOX 548,NOT AVAILABLE,SELLS,AZ,85634,NOT AVAILABLE,(520) 383-7200,GENERAL ACUTE CARE,OPEN,-999,PIMA,4019,USA,32.10753067,-110.9811041,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,2016-07-07T00:00:00.000Z,IMAGERY WITH OTHER,2015-01-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,4,NOT AVAILABLE,-999,-999,NOT AVAILABLE,NOT AVAILABLE,2014-09-20T00:00:00.000Z
-113.985719,35.21907083,6023,22,KINGMAN REGIONAL MEDICAL CENTER-HUALAPAI MOUNTAIN CAMPUS,3801 SANTA ROSA,NOT AVAILABLE,KINGMAN,AZ,86409,NOT AVAILABLE,(928) 757-0602,SPECIAL,OPEN,-999,MOHAVE,4015,USA,35.21907083,-113.985719,622310,"HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",http://www.azdhs.gov/als/databases/,2016-07-07T00:00:00.000Z,IMAGERY WITH OTHER,2015-01-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,4,NOT AVAILABLE,-999,-999,NOT AVAILABLE,NOT AVAILABLE,2014-09-20T00:00:00.000Z
-85.81587004,40.80691662,6024,23,PARKVIEW WABASH HOSPITAL,710 N EAST ST,NOT AVAILABLE,WABASH,IN,46992,NOT AVAILABLE,(260) 563-3131,CRITICAL ACCESS,OPEN,50,WABASH,18169,USA,40.80691662,-85.81587004,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2016-04-13T00:00:00.000Z,IMAGERY,2016-04-28T00:00:00.000Z,http://www.wchospital.com,12-005094-1,NOT AVAILABLE,18,GOVERNMENT - LOCAL,-999,50,NOT AVAILABLE,Y,2012-11-29T00:00:00.000Z
-84.72154643,31.43600381,6025,24,CALHOUN MEMORIAL HOSPITAL,55 R E JENNINGS AVE SE,NOT AVAILABLE,ARLINGTON,GA,39813,NOT AVAILABLE,NOT AVAILABLE,CRITICAL ACCESS,CLOSED,25,CALHOUN,13037,USA,31.43600381,-84.72154643,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://167.193.144.247/,2016-10-06T00:00:00.000Z,IMAGERY WITH OTHER,2016-09-27T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,PROPRIETARY,-999,25,NOT AVAILABLE,NOT AVAILABLE,2016-09-27T00:00:00.000Z
-84.34178469,39.25197995,6026,25,BETHESDA NORTH,10500 MONTGOMERY ROAD,NOT AVAILABLE,CINCINNATI,OH,45242,NOT AVAILABLE,(513) 865-1111,GENERAL ACUTE CARE,OPEN,524,HAMILTON,39061,USA,39.25197995,-84.34178469,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Default.aspx,2016-09-14T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.trihealth.com/hospitals-and-practices/bethesda-north-hospital/,1024,NOT AVAILABLE,39,NON-PROFIT,-999,524,LEVEL III,Y,2012-07-30T00:00:00.000Z
-84.45222476,33.60686883,6027,26,SO CRESCENT BEH HLTH SYS - ANCHOR HOSPITAL CAMPUS,5454 YORKTOWNE DRIVE,NOT AVAILABLE,COLLEGE PARK,GA,30349,NOT AVAILABLE,(866) 667-8797,PSYCHIATRIC,OPEN,122,CLAYTON,13063,USA,33.60686883,-84.45222476,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",http://167.193.144.247/,2016-10-06T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://anchorhospital.com/,72,ANCHOR HOSPITAL,13,NON-PROFIT,-999,122,NOT AVAILABLE,NOT AVAILABLE,2013-04-01T00:00:00.000Z
-83.23870727,31.20307104,6028,27,SGMC BERRIEN CAMPUS,1221 E MCPHERSON AVENUE,NOT AVAILABLE,NASHVILLE,GA,31639,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,BERRIEN,13019,USA,31.20307104,-83.23870728,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://167.193.144.247/,2016-10-06T00:00:00.000Z,IMAGERY WITH OTHER,2015-03-03T00:00:00.000Z,http://www.berrienhospital.com/,NOT AVAILABLE,NOT AVAILABLE,13,PROPRIETARY,-999,63,NOT AVAILABLE,NOT AVAILABLE,2015-02-27T00:00:00.000Z
-84.96811113,32.48269659,6029,28,BRADLEY CENTER OF SAINT FRANCIS,2000 SIXTEENTH AVENUE,NOT AVAILABLE,COLUMBUS,GA,31901,NOT AVAILABLE,(706) 320-3700,PSYCHIATRIC,CLOSED,-999,MUSCOGEE,13215,USA,32.48269659,-84.96811113,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",http://167.193.144.247/,2012-11-24T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.wecareforlife.com/,200,NOT AVAILABLE,13,NON-PROFIT,-999,-999,NOT AVAILABLE,NOT AVAILABLE,2013-04-01T00:00:00.000Z
-83.55906957,30.795015,6030,29,BROOKS COUNTY HOSPITAL,903 NORTH COURT STREET,NOT AVAILABLE,QUITMAN,GA,31643,NOT AVAILABLE,NOT AVAILABLE,CRITICAL ACCESS,OPEN,25,BROOKS,13027,USA,30.795015,-83.55906957,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://167.193.144.247/,2016-10-06T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.archbold.org/Content/Default/21/158/0/brooks-county/about-us.html,34,NOT AVAILABLE,13,NON-PROFIT,-999,25,NOT AVAILABLE,NOT AVAILABLE,2013-04-01T00:00:00.000Z
-82.45868668,31.53947121,6031,30,BACON COUNTY HOSPITAL,302 SOUTH WAYNE STREET,NOT AVAILABLE,ALMA,GA,31510,NOT AVAILABLE,NOT AVAILABLE,CRITICAL ACCESS,OPEN,47,BACON,13005,USA,31.53947121,-82.45868668,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://167.193.144.247/,2016-10-06T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.baconcountyhospital.com,31,NOT AVAILABLE,13,NON-PROFIT,-999,47,NOT AVAILABLE,Y,2013-04-01T00:00:00.000Z
-87.2628112,38.04192863,6032,31,ST MARY'S WARRICK HOSPITAL INC,1116 MILLIS AVE,NOT AVAILABLE,BOONVILLE,IN,47601,NOT AVAILABLE,(812) 897-4800,CRITICAL ACCESS,OPEN,35,WARRICK,18173,USA,38.04192863,-87.2628112,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2016-04-13T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.stmarys.org/warrick,12-005111-1,NOT AVAILABLE,18,NON-PROFIT,-999,35,NOT AVAILABLE,NOT AVAILABLE,2012-11-29T00:00:00.000Z
-87.44510778,37.97488317,6033,32,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,4007 GATEWAY BLVD,NOT AVAILABLE,NEWBURGH,IN,47630,NOT AVAILABLE,(812) 842-4784,GENERAL ACUTE CARE,OPEN,-999,WARRICK,18173,USA,37.97488317,-87.44510778,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2016-04-13T00:00:00.000Z,IMAGERY,2014-01-23T00:00:00.000Z,http://www.deaconess.com/,12-011772-1,NOT AVAILABLE,18,PROPRIETARY,-999,-999,NOT AVAILABLE,NOT AVAILABLE,2012-11-29T00:00:00.000Z
-87.44730206,37.97379253,6034,33,WOMEN'S HOSPITAL THE,4199 GATEWAY BLVD,NOT AVAILABLE,NEWBURGH,IN,47630,NOT AVAILABLE,(812) 842-4200,SPECIAL,OPEN,74,WARRICK,18173,USA,37.97379253,-87.44730206,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2016-04-13T00:00:00.000Z,IMAGERY,2014-01-23T00:00:00.000Z,http://www.deaconess.com,12-002855-1,NOT AVAILABLE,18,PROPRIETARY,-999,74,NOT AVAILABLE,NOT AVAILABLE,2012-11-29T00:00:00.000Z
-87.29670147,40.29043211,6035,34,ST VINCENT WILLIAMSPORT HOSPITAL INC,412 N MONROE ST,NOT AVAILABLE,WILLIAMSPORT,IN,47993,NOT AVAILABLE,(765) 762-4000,CRITICAL ACCESS,OPEN,16,WARREN,18171,USA,40.29043211,-87.29670147,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2016-04-13T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.stvincent.org,12-005092-1,NOT AVAILABLE,18,NON-PROFIT,-999,16,NOT AVAILABLE,NOT AVAILABLE,2012-11-29T00:00:00.000Z
-81.10183392,32.00984663,6036,35,COASTAL BEHAVIORAL HEALTH,633 STEPHENSON AVENUE,NOT AVAILABLE,SAVANNAH,GA,31405,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,50,CHATHAM,13051,USA,32.00984663,-81.10183392,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",http://167.193.144.247/,2016-10-06T00:00:00.000Z,IMAGERY WITH OTHER,2015-03-02T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,50,NOT AVAILABLE,NOT AVAILABLE,2015-02-27T00:00:00.000Z
-84.92571375,39.83891265,6037,36,RICHMOND STATE HOSPITAL,498 NW 18TH ST,NOT AVAILABLE,RICHMOND,IN,47374,NOT AVAILABLE,(765) 966-0511,PSYCHIATRIC,OPEN,220,WAYNE,18177,USA,39.83891265,-84.92571375,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",http://www.in.gov/isdh/reports/QAMIS/hosdir,2016-04-13T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.richmondstatehospital.org,NOT AVAILABLE,NOT AVAILABLE,18,GOVERNMENT - STATE,-999,220,NOT AVAILABLE,NOT AVAILABLE,2012-11-29T00:00:00.000Z
-86.10707911,38.61326883,6038,37,ST VINCENT SALEM HOSPITAL INC,911 N SHELBY ST,NOT AVAILABLE,SALEM,IN,47167,NOT AVAILABLE,(812) 883-5881,CRITICAL ACCESS,OPEN,25,WASHINGTON,18175,USA,38.61326883,-86.10707912,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2016-04-13T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.stvincent.org/St-Vincent-Salem/Default.aspx,12-005087-1,NOT AVAILABLE,18,NON-PROFIT,-999,25,NOT AVAILABLE,Y,2012-11-29T00:00:00.000Z
-111.8899363,33.56161823,6039,38,HONORHEALTH REHABILITATION HOSPITAL,8850 EAST PIMA CENTER PARKWAY,NOT AVAILABLE,SCOTTSDALE,AZ,85258,NOT AVAILABLE,(214) 879-7500,REHABILITATION,OPEN,50,MARICOPA,4013,USA,33.56161823,-111.8899363,622210,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.azdhs.gov/als/databases/,2016-07-07T00:00:00.000Z,IMAGERY WITH OTHER,2015-01-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,4,NOT AVAILABLE,-999,50,NOT AVAILABLE,NOT AVAILABLE,2014-09-20T00:00:00.000Z
